/tmp/error.kL7Ile:[Thu Jan 09 17:10:39.776326 2014] [cgi:error] [pid 23084] [client 72.21.91.121:56673] AH01215: replayserver: Can't find: GET /avatar/b6bfeb565e3621d0b341914188789a13?s=40&d=http%3A%2F%2F1.gravatar.com%2Favatar%2Fad516503a11cd5ca435acc9bb6523536%3Fs%3D40&r=G, referer: http://www.forbes.com/
/tmp/error.dhPzH2:[Thu Jan 09 17:10:43.520671 2014] [cgi:error] [pid 23140] [client 66.235.139.204:56540] AH01215: replayserver: Can't find: GET /b/ss/forbescom/1/H.22.1/s99399712011218?AQB=1&ndh=1&t=9%2F0%2F2014%2017%3A10%3A43%204%20300&ce=UTF-8&pageName=fdc%3Awelcome_mjx.shtml&g=http%3A%2F%2Fwww.forbes.com%2Ffdc%2Fwelcome_mjx.shtml&cc=USD&c18=fdc%3Awelcome_mjx.shtml&s=1920x1200&c=24&j=1.6&v=Y&k=Y&bw=937&bh=1051&p=Shockwave%20Flash%3BChrome%20Remote%20Desktop%20Viewer%3BWidevine%20Content%20Decryption%20Module%3BNative%20Client%3BChrome%20PDF%20Viewer%3BVLC%20Multimedia%20Plugin%20(compatible%20Videos%203.8.2)%3BWindows%20Media%20Player%20Plug-in%2010%20(compatible%3B%20Videos)%3BDivX%C2%AE%20Web%20Player%3BQuickTime%20Plug-in%207.6.6%3BiTunes%20Application%20Detector%3B&pe=lnk_o&pev1=javascript%3AgoBack()%3B&pev2=welcomeLink_2014019_18000&pid=fdc%3Awelcome_mjx.shtml&pidt=1&oid=javascript%3AgoBack()%3B&ot=A&AQE=1, referer: http://www.forbes.com/fdc/welcome_mjx.shtml
/tmp/error.dhPzH2:[Thu Jan 09 17:10:44.102261 2014] [cgi:error] [pid 23139] [client 66.235.139.204:56624] AH01215: replayserver: Can't find: GET /b/ss/forbescom/1/H.22.1/s9534260009881?AQB=1&ndh=1&t=9%2F0%2F2014%2017%3A10%3A44%204%20300&ce=UTF-8&g=http%3A%2F%2Fwww.forbes.com%2F&r=http%3A%2F%2Fwww.forbes.com%2Ffdc%2Fwelcome_mjx.shtml&cc=USD&ch=home%3AMain&server=www&h1=home%3AMain&c8=HomepageTraffic&c37=home&c38=www&s=1920x1200&c=24&j=1.6&v=Y&k=Y&bw=937&bh=1051&p=Shockwave%20Flash%3BChrome%20Remote%20Desktop%20Viewer%3BWidevine%20Content%20Decryption%20Module%3BNative%20Client%3BChrome%20PDF%20Viewer%3BVLC%20Multimedia%20Plugin%20(compatible%20Videos%203.8.2)%3BWindows%20Media%20Player%20Plug-in%2010%20(compatible%3B%20Videos)%3BDivX%C2%AE%20Web%20Player%3BQuickTime%20Plug-in%207.6.6%3BiTunes%20Application%20Detector%3B&AQE=1, referer: http://www.forbes.com/
/tmp/error.Ga07m6:[Thu Jan 09 17:10:44.112952 2014] [cgi:error] [pid 23201] [client 18.7.20.69:37379] AH01215: Can't find: GET /2be987/moatheader.js, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.782718 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56219] AH01215: replayserver: Can't find: GET /media/lists/people/marissa-mayer_65x65.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.783414 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56218] AH01215: replayserver: Can't find: GET /media/lists/people/bill-gates_65x65.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.788433 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56227] AH01215: replayserver: Can't find: GET /assets/img/loading_spinners/16px_on_transparent.gif, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.790396 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56229] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_0_mainvideo-1389025735.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.790853 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56230] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_1_mainvideo-1389025132.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.791849 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56231] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_2_mainvideo-1389025153.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.793750 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56232] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_3_mainvideo-1389025180.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.795153 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56235] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_1_feature-1389024577.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.795977 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56233] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_4_mainvideo-1389025203.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.798108 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56237] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_3_feature-1389024616.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.798624 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56234] AH01215: Can't find: GET /images/channels/homefeatures_panel1_0_feature-1389024358.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.799723 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56238] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel3_4_feature-1389120763.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.800508 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56236] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_2_feature-1389024470.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.800953 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56239] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel14_5_feature-1388786922.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.801601 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56240] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel7_6_feature-1387388091.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.802655 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56243] AH01215: replayserver: Can't find: GET /media/lists/people/sheldon-adelson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.803448 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56242] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel2_7_feature-1388698813.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.804130 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56245] AH01215: replayserver: Can't find: GET /media/lists/people/steve-ballmer_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.805294 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56244] AH01215: replayserver: Can't find: GET /media/lists/people/micky-arison_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.805353 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56246] AH01215: replayserver: Can't find: GET /media/lists/people/marc-benioff_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.805428 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56247] AH01215: replayserver: Can't find: GET /media/lists/people/jeff-bezos_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.807160 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56248] AH01215: Can't find: GET /media/lists/people/sergey-brin_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.807268 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56249] AH01215: replayserver: Can't find: GET /media/lists/people/warren-buffett_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.808158 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56250] AH01215: replayserver: Can't find: GET /media/lists/people/larry-ellison_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.808734 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56251] AH01215: Can't find: GET /media/lists/people/charles-ergen_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.809728 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56252] AH01215: replayserver: Can't find: GET /media/lists/people/bill-gates_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.810139 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56253] AH01215: replayserver: Can't find: GET /media/lists/people/harold-hamm_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.812019 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56255] AH01215: replayserver: Can't find: GET /media/lists/people/carl-icahn_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.812488 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56254] AH01215: replayserver: Can't find: GET /media/lists/people/reid-hoffman_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.814015 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56256] AH01215: replayserver: Can't find: GET /media/lists/people/george-kaiser_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.814433 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56257] AH01215: replayserver: Can't find: GET /media/lists/people/richard-kinder_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.816370 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56258] AH01215: replayserver: Can't find: GET /media/lists/people/phil-knight_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.816572 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56259] AH01215: replayserver: Can't find: GET /media/lists/people/henry-kravis_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.818514 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56260] AH01215: replayserver: Can't find: GET /media/lists/people/leonard-lauder_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.818749 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56261] AH01215: replayserver: Can't find: GET /media/lists/people/ralph-lauren_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.820708 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56262] AH01215: replayserver: Can't find: GET /media/lists/people/eric-lefkofsky_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.820874 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56263] AH01215: replayserver: Can't find: GET /media/lists/people/li-ka-shing_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.823016 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56264] AH01215: replayserver: Can't find: GET /media/lists/people/robin-li_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.823664 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56265] AH01215: replayserver: Can't find: GET /media/lists/people/lakshmi-mittal_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.825597 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56266] AH01215: replayserver: Can't find: GET /media/lists/people/dustin-moskovitz_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.825688 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56267] AH01215: replayserver: Can't find: GET /media/lists/people/rupert-murdoch_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.828699 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56269] AH01215: Can't find: GET /media/lists/people/pierre-omidyar_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.828925 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56270] AH01215: replayserver: Can't find: GET /media/lists/people/amancio-ortega_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.831924 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56271] AH01215: replayserver: Can't find: GET /media/lists/people/larry-page_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.831924 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56272] AH01215: replayserver: Can't find: GET /media/lists/people/stefan-persson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.835050 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56274] AH01215: replayserver: Can't find: GET /media/lists/people/laurene-powell-jobs_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:39.836835 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56273] AH01215: replayserver: Can't find: GET /media/lists/people/kevin-plank_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.047581 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56276] AH01215: replayserver: Can't find: GET /media/lists/people/bill-gates_65x65.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.048209 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56277] AH01215: replayserver: Can't find: GET /media/lists/people/marissa-mayer_65x65.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.056088 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56339] AH01215: Can't find: GET /assets/img/loading_spinners/16px_on_transparent.gif, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.058605 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56343] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_2_mainvideo-1389025153.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.059062 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56344] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_3_mainvideo-1389025180.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.060218 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56341] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_0_mainvideo-1389025735.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.060434 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56342] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_1_mainvideo-1389025132.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.062337 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56345] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_4_mainvideo-1389025203.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.063496 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56348] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_2_feature-1389024470.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.063530 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56347] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_1_feature-1389024577.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.063692 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56346] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_0_feature-1389024358.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.064400 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56349] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_3_feature-1389024616.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.067097 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56351] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel14_5_feature-1388786922.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.067106 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56350] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel3_4_feature-1389120763.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.068422 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56353] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel2_7_feature-1388698813.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.068488 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56352] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel7_6_feature-1387388091.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.070938 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56355] AH01215: replayserver: Can't find: GET /media/lists/people/sheldon-adelson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.070985 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56356] AH01215: replayserver: Can't find: GET /media/lists/people/micky-arison_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.072752 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56358] AH01215: replayserver: Can't find: GET /media/lists/people/marc-benioff_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.072985 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56357] AH01215: replayserver: Can't find: GET /media/lists/people/steve-ballmer_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.073397 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56359] AH01215: replayserver: Can't find: GET /media/lists/people/jeff-bezos_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.073771 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56360] AH01215: replayserver: Can't find: GET /media/lists/people/sergey-brin_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.075921 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56361] AH01215: replayserver: Can't find: GET /media/lists/people/warren-buffett_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.076180 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56362] AH01215: replayserver: Can't find: GET /media/lists/people/larry-ellison_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.076916 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56364] AH01215: replayserver: Can't find: GET /media/lists/people/bill-gates_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.077114 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56363] AH01215: replayserver: Can't find: GET /media/lists/people/charles-ergen_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.078169 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56365] AH01215: replayserver: Can't find: GET /media/lists/people/harold-hamm_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.079421 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56367] AH01215: replayserver: Can't find: GET /media/lists/people/carl-icahn_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.079485 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56366] AH01215: replayserver: Can't find: GET /media/lists/people/reid-hoffman_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.080328 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56369] AH01215: replayserver: Can't find: GET /media/lists/people/richard-kinder_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.080889 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56368] AH01215: replayserver: Can't find: GET /media/lists/people/george-kaiser_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.083013 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56372] AH01215: Can't find: GET /media/lists/people/leonard-lauder_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.084366 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56373] AH01215: replayserver: Can't find: GET /media/lists/people/ralph-lauren_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.085148 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56371] AH01215: replayserver: Can't find: GET /media/lists/people/henry-kravis_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.086192 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56370] AH01215: replayserver: Can't find: GET /media/lists/people/phil-knight_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.087086 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56374] AH01215: replayserver: Can't find: GET /media/lists/people/eric-lefkofsky_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.088302 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56375] AH01215: replayserver: Can't find: GET /media/lists/people/li-ka-shing_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.088681 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56376] AH01215: Can't find: GET /media/lists/people/robin-li_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.089680 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56377] AH01215: replayserver: Can't find: GET /media/lists/people/lakshmi-mittal_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.090693 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56379] AH01215: replayserver: Can't find: GET /media/lists/people/rupert-murdoch_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.091385 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56378] AH01215: replayserver: Can't find: GET /media/lists/people/dustin-moskovitz_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.092873 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56381] AH01215: replayserver: Can't find: GET /media/lists/people/amancio-ortega_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.094004 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56380] AH01215: replayserver: Can't find: GET /media/lists/people/pierre-omidyar_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.094026 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56382] AH01215: replayserver: Can't find: GET /media/lists/people/larry-page_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.095401 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56384] AH01215: replayserver: Can't find: GET /media/lists/people/stefan-persson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.096468 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56385] AH01215: replayserver: Can't find: GET /media/lists/people/kevin-plank_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.096807 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56386] AH01215: replayserver: Can't find: GET /media/lists/people/laurene-powell-jobs_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.098379 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56388] AH01215: replayserver: Can't find: GET /media/lists/people/sumner-redstone_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.098446 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56387] AH01215: replayserver: Can't find: GET /media/lists/people/azim-premji_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.098894 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56389] AH01215: replayserver: Can't find: GET /media/lists/people/eric-schmidt_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.100491 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56390] AH01215: replayserver: Can't find: GET /media/lists/people/howard-schultz_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.100609 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56391] AH01215: replayserver: Can't find: GET /media/lists/people/richard-schulze_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.101199 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56392] AH01215: replayserver: Can't find: GET /media/lists/people/charles-schwab_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.103167 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56393] AH01215: replayserver: Can't find: GET /media/lists/people/stephen-schwarzman_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.103433 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56394] AH01215: replayserver: Can't find: GET /media/lists/people/harold-simmons_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.104452 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56395] AH01215: replayserver: Can't find: GET /media/lists/people/carlos-slim-helu_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.105218 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56398] AH01215: replayserver: Can't find: GET /media/lists/people/christy-walton_50x50.jpg, referer: http://www.forbes.com/
